"Business Name","Website","Phone","Redeem Type"
"MAIYAN CERAMIC","https://maiyanceramic.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0542454825","Online"
"malaya kids","https://www.malaya.co.il/","03-9099885","In-store"
"MamaGreg","https://gregcafe.co.il/greg-group/mama//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-700-70-44-07","In-store"
"MANGO","","0000","In-store"
"Mantra","https://our-mantra.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","099517138","Online"
"Marley","https://houseofmarley.co.il/?utm_source=&utm_medium=&utm_campaign=","0732470759","In-store"
"Marmor House","https://marmor-house.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-7304857","Online"
"Mashya","https://www.mashya.co.il/he//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7500999","In-store"
"MASKIT","https://maskit.com/","03-6884004","In-store"
"Matteo","https://matteo.co.il/","03-9383433","In-store"
"MAYER HOUSE - HOTEL & SPA","https://mayer-house.com/he/","073-3808210","In-store"
"medical spa center","https://www.facebook.com/medicalspacenterBS/?locale=he_IL","0552726606","In-store"
"Mekimi","https://mekimi.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-4247333 ווטסאפ בלבד ","In-store"
"MEN BY NORI","https://missnori.com/collections/menbynori?srsltid=AfmBOoqtF-G68jZ-tnWoFfosmWyI_frw-MnJHzNXpKUaMl-e361unM7E&utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5410000","Online"
"MENT TO DRIVE","https://www.menttodrive.com/","0529452664","In-store"
"mermaids house","https://customers.dibs-app.com/business-page/685a6806dfe5549abcb471a0","052-638-8961","In-store"
"MEY JEWELRY","https://www.mey-jewelry.com/","0509552232","In-store"
"MEZE","https://www.facebook.com/MEZE.NAHARIYA","077-5051570","In-store"
"Mia Inspiration","https://www.miainspiration.com/","08-9380937","In-store"
"MICHAELI","","-","In-store"
"MIMI VAZA - משלוחי פרחים ומארזים","https://www.facebook.com/vaza.co.il","*6561","In-store"
"Minded – House of Wellness","https://minded-wellness.com/","055-8865554","In-store"
"Minene","http://www.minene.net/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-9549979 ","Online"
"MINISO","https://www.miniso.co.il/","-","In-store"
"MIRZA","https://mirza-il.co.il/contact/","054-6322524","In-store"
"MISHKA","https://www.facebook.com/MishkaWatch/","053-4743384","Online"
"Miss Nori","https://missnori.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5410000","Online"
"Mixta","https://www.mixtacocktails.com/book","050-3061006","In-store"
"MOBICELL","https://mobicell.co.il/","054-9840984","In-store"
"MOBILITY BRANDS","https://www.pumba.co.il/","03-7770800","In-store"
"Modibodi","https://modibodi.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-695-0317","Online"
"MOKAYA","http://www.mokaya.co.il/","054-7000000","In-store"
"MOLET","http://www.molet.org/","054-8818148","In-store"
"moments ריטריטים","https://lifemoments.co.il/","054-4922793","In-store"
"Mommysport","https://mommysport.co.il/","052-346-5478","In-store"
"MON'E תכשיטים","https://mone-official.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0502225855","Online"
"Monte Black","https://monteblack.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-2290748","Online"
"Mor for your baby","https://morforyourbaby.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","053-3741417","In-store"
"MORAN GIL CAKERY","https://www.morangil.com/","077-4540065","In-store"
"MORE FOOD","https://morefoodshop.com//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-7153600","Online"
"Motion Lab","https://motionlab.co.il/?utm_source=&utm_medium=&utm_campaign=","0524224042","Online"
"movement","https://movement4life.co.il/","074-7008667","In-store"
"MOY","https://hellomoy.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8867728","Online"
"Mr. Pretzels","https://www.mrpretzels.co.il/","https://www.mrpretzels.co.il/contactus","In-store"
"MR.BUN BURGER","http://www.mrbunburger.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral"," 077-362-8388","In-store"
"MULTI BRANDS","","0733808380","In-store"
"MUZA","https://muzacocktails.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6390301","Online"
"MY BABY","https://mybaby.co.il/home/","04-9563336","In-store"
"My Medi","https://mymedi.co.il/","‭052-9770824","In-store"
"My Winery","https://www.my-winery.co.il/","077-3441808","In-store"
"MysticRoom","http://mysticroom.co.il/","03-6165446","In-store"
"NAAMAN","https://www.naamanp.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-2111446","Online"
"Naaman & Vardinon","https://www.naamanp.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-2111446","Online"
"NAGISA","https://nagisasushi.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-7000333","In-store"
"Nanobebe","https://nanobebe.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","072-3952520","Online"
"napo","https://www.napo.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03746666","Online"
"NAUTICA","https://www.nautica.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-9577-083","Online"
"Neta Efrati","https://netaefrati.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-2518809","Online"
"NEW ERA","https://neweracap.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-913-0426","Online"
"NEWTON","https://newtons.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0543990600","Online"
"NEXTHEAT","https://nextheat.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","072-3307091 ","Online"
"Nike","https://www.nike.com/il/?cp=97024810271_search_&Macro=-%D7%A0%D7%99%D7%99%D7%A7%20%D7%99%D7%A9%D7%A8%D7%90%D7%9C-g-10581748954-112481539367-e-c-IL-extended-463617282478-kwd-326044013230-1007999&dplnk=member&ds_rl=1252249&gad_source=1&gad_campaignid=10581748954&gbraid=0AAAAADq9vlMceK8mlTcDXZ7hGG0P3wghC&gclid=Cj0KCQjwotDBBhCQARIsAG5pinMnbQf8J6tIwQgZTf5iUdrPkV-RRznIhXardVbYX3tkSAO-hdlME1kaAp1TEALw_wcB&gclsrc=aw.ds/utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5784142","In-store"
"NINE WEST","https://www.nine-west.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-700-708-150","Online"
"Noam Outdoors","https://noam-outdoors.co.il/","0559935714","In-store"
"NOFAR MOR","https://www.google.com/search?q=nofarmor.online&client=safari&hs=nWj9&sca_esv=d33f661f42c9ee99&hl=en-il&ei=44hSaYLvBLm29u8P8JisqQ4&oq=%D7%A0%D7%95%D7%A4%D7%A8+%D7%9E%D7%95%D7%A8+%D7%9B%D7%AA%D7%95%D7%91%D7%AA+%D7%90%D7%AA%D7%A8&gs_lp=EhNtb2JpbGUtZ3dzLXdpei1zZXJwIiHXoNeV16TXqCDXnteV16gg15vXqteV15HXqiDXkNeq16gyBRAhGKABMgUQIRigATIFECEYnwUyCBAAGIAEGKIEMgUQABjvBTIFEAAY7wUyBRAAGO8FSKkSUOwEWOQPcAJ4AZABAJgBzgGgAe8NqgEFMC45LjG4AQPIAQD4AQGYAgugAqgNwgIKEAAYsAMY1gQYR8ICBxAAGIAEGBPCAgYQABgWGB7CAggQABgWGAoYHsICBBAhGBWYAwCIBgGQBgiSBwUyLjcuMqAHjC2yBwUwLjcuMrgHiQ3CBwkwLjEuNy4yLjHIB0qACAA&sclient=mobile-gws-wiz-serp&mstk=AUtExfCGN4p27k8PiQG0t6WU3TO70YJDZ78NHWntwg99jVyVGZ8IBpZp4eOc7PWILQfecihFAl_7Z2pmCnfC31RtRizwuq-9ajr9VI_gVXE_DkgKIUYHADivH1It4xJVwOIpey4&csui=3&ved=2ahUKEwiE7bWR-uKRAxUnm_0HHQsLGmsQgK4QegQIARAB&utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","info@nofarmor.online","Online"
"NOLA American Bakery","https://www.nola-b.co.il/","03-5230527","In-store"
"noonebetter","https://noonebetter.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0503336622","Online"
"Noor Glamping","https://noorglamping.co.il/","0506598254","In-store"
"noovi","https://noovi.co/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-4218507","Online"
"NORI KIDS","https://missnori.com/collections/kids-collection?srsltid=AfmBOooG4KL9InqTv-rGDbmTfFK4SjwqBza_wbK-hZe5mE7YSytUdxAc&utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5410000","Online"
"NORITAMY","https://www.noritamy.co.il/he-il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0776450860","Online"
"Novarun","https://www.facebook.com/novarunnigschool","0542223465","In-store"
"O Lingerie","http://www.o-lingerie.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0542004873","Online"
"OFEK WOODI","https://woodiproducts.net/","0772303556","In-store"
"ofiyaa israel","https://ofiyaa-israel.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-204-7906","Online"
"OH MY BOX","https://ohmybox.co.il/","055-2973971","In-store"
"OKINAWA","https://okinawatlv.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5101099","Online"
"Oliere Paris","https://oliere-paris.eu/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8777768","Online"
"On.Tour by Issta Sport","https://ontour.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","036299734","In-store"
"ONAMI","http://onami.co.il/","03-5621172","In-store"
"ONLY'S BEAUTY","https://www.onlys.co.il/beauty?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-800-20-10-42","Online"
"Oomai Urban Sushi","https://www.oomai-tlv.co.il/","03-6777828","In-store"
"OPA! skyfield","https://opa.world/?utm_source=google&utm_medium=cpc&utm_campaign=brand&gad_source=1&gad_campaignid=22893070507&gbraid=0AAAABA9W2OjC_3KdPKCVXCcII7XeikdQu&gclid=Cj0KCQjwhsrUBhDxARIsAN3AQSegGQu3UDbywNYYGAVpqeQClmpAO02ofMtwMjgKUn5QZZ7jj7Mpm-EaAuvIEALw_wcB/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","058-6607717","Online"
"orea","https://www.orea.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral"," 1-700-552-523 ","In-store"
"organic zone","https://ecolove.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0776262360","Online"
"OTILYAS","https://otilyas.com/he/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-7829289","Online"
"Outdoor","https://outdoorrevolution.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0","Online"
"outline","https://www.outline.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","04-6767640","In-store"
"owlet care","https://www.owletcare.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0542502601","Online"
"Paint Pub","https://www.paintpub.co.il/","054-9730938","In-store"
"PALMERS","https://palmers.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0543401151","Online"
"PALPHOT","https://palphot.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0526068617","Online"
"Par Derriere","https://www.parderriere.co.il/","03-6292111","In-store"
"PARAPLU","https://www.facebook.com/paraplu.art/","054-4889949","Online"
"PASEO- מסעדת רופטופ על הים","https://paseo.co.il/","0506654943","In-store"
"Pasta Della Casa","https://pastadellacasa.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-3039011","Online"
"Pastel","http://www.pastel-tlv.com/","03-6447441","In-store"
"pecka'le","https://peckale.com/?gclid=EAIaIQobChMI_LaL-JPh4wIVB0TTCh1kjwqqEAAYASAAEgLlyPD_BwE","052-8828199","In-store"
"PELLE by shelly gafni","https://pelle-sg.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","037711484","Online"
"Pelle Gift","https://pellegift.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0506591030","Online"
"PETEAT","https://peteat.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-2232992","Online"
"Petit Loup","https://petitloup.co.il/?utm_source=&utm_medium=&utm_campaign=","055-7127798","Online"
"Pha Design","https://shop.phadesign.co/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-4695996","Online"
"Philadelphia","https://www.philadelphia.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6930606","Online"
"Picabook","https://www.picabook.co.il/?cid=buyme&utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6224443","Online"
"PicCell - צילום בסמארטפון","http://www.piccell.co.il","072-3300595","In-store"
"Picnic","https://picnic.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-9874948","Online"
"piece of nature","https://www.piece-of-nature.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0533014784","Online"
"PITZ surf & explore","https://www.surf-explore.com/","050-6724500","In-store"
"Playground Restaurant","https://www.playgroundtlv.co.il/","050-3546743","In-store"
"PlaySmart","https://play-smart.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-9359935","Online"
"POLGAT","http://www.golfco.co.il/","03-6451515","In-store"
"Pomo","https://pomo-italiano.co.il","039225320","In-store"
"POP & POPE","https://www.popandpope.com/?utm_source=buyme","03-6043239","In-store"
"POPSI","https://www.popsi.co.il/","054-4671029","In-store"
"Poupe'e","https://poupeetlv.co.il/","077-230-2777","In-store"
"POWER HOUSE","https://www.instagram.com/power_house_studio?igsh=NmphaXEzYm02bmo3&utm_source=qr","054-5640404","In-store"
"Pozitive","https://www.carpetshop.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","053-3939371","Online"
"Pretty Ballerinas","https://www.prettyballerinas.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","058-5925620 ","Online"
"PROMISE","https://promise-cosmetics.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6528787","Online"
"Puppy Yoga","https://puppy-yoga-telaviv.co.il/","0542279723","In-store"
"PURE","http://www.purepilates.co.il/","050-7177371","In-store"
"QUESTAIR","https://www.questair.co.il/?utm_source=google&utm_medium=cpc&utm_campaign=&gad_source=1&gad_campaignid=20969521183&gbraid=0AAAAADMUCPRNE9JsIqKPHOPTT7if7bWNY&gclid=CjwKCAjw-rTUBhAiEiwADv8gBHTYTCy3Aq7GdFBFj5ICfL0fZi3A9wnRqDZGfIuSdK2b4GDIR0GqrxoCjIQQAvD_BwE&utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0584119301","In-store"
"QUESTLINE","https://questlineisrael.co.il/index.php/he/","054-7275667","In-store"
"Quiksilver","http://www.boardshop.co.il/","039051740  ","In-store"
"R.D.T COSMETICS","","0523518510","In-store"
"Radler","https://radlertlv.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7283830","In-store"
"Rain Drop Spa","https://www.raindropspa.co.il/","03-9459999","In-store"
"raven","https://raven.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-3322255","Online"
"RAY","https://sites.google.com/view/rayinwater/home","050-6666963","In-store"
"Redefine Hair","https://redefine-hair.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0549702030","Online"
"ReFresh","https://www.refresh-market.co.il/","077-5141600","In-store"
"REPLAY","https://replayjeans.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","074-7695903","Online"
"RESET","https://www.reset.org.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-306-2166","In-store"
"Rev Optic","https://www.revoptic.store/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-5009920","Online"
"Rip Curl","https://ripcurl.co.il/?srsltid=AfmBOoqVQrpliJloXZzSN4KH1gF0JaO2gD4Nv3sllnOkMmtkBRgdDeOn/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0537183369","In-store"
"RONEN CHEN","https://ronenchen.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5188433","Online"
"Roomi","https://www.roomi.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0559422988","Online"
"Roy Chocolate","https://www.roychocolate.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-2800770","Online"
"Ruby","https://rubytelaviv.com/he/%D7%94%D7%96%D7%9E%D7%99%D7%A0%D7%95-%D7%A2%D7%9B%D7%A9%D7%99%D7%95/?check_in=%D7%AA%D7%90%D7%A8%D7%99%D7%9A%20%D7%94%D7%92%D7%A2%D7%94&check_out=%D7%AA%D7%90%D7%A8%D7%99%D7%9A%20%D7%A2%D7%96%D7%99%D7%91%D7%94&adults=2","050-7851505","In-store"
"RUBY BAY","http://www.yanga.com/",".039051740  ","In-store"
"RUGSIL","https://rugsil.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","035136185","Online"
"S-wear","https://www.s-wear.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-800-30-40-50","In-store"
"SABON","https://www.sabon.co.il/he/","03-3766663","In-store"
"sagit jewelry","http://www.sagitjewelry.co.il/","052-3518991","In-store"
"Salomon","https://salomonsports.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0545608493","Online"
"SAM EDELMAN","https://www.globalonline.co.il/brands/sam-edelman?gad_source=1&gad_campaignid=22680014046&gbraid=0AAAAACKoOz9ITWkR_9I-KyHDwgYyOG6fq&gclid=Cj0KCQjwmYzIBhC6ARIsAHA3IkQGSR3ycHOm8d2EO7rPObYC1VUntOVfmO5BjdKYo3dwdmMrOJ3osvoaAmAjEALw_wcB","054-4455316","In-store"
"SANANDO","https://www.sanando.co.il/?srsltid=AfmBOoowQitmJQ9UdPzeQ86oI0bYwBj5C33eAMwAPuAH251G4h9d1Ee8&utm_source=&utm_medium=&utm_campaign=","0545883099","In-store"
"Saucony","https://www.saucony.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","6922*","In-store"
"SCOTCH & SODA","https://storyonline.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9112328","Online"
"Sea Time","http://www.sea-time.co.il/","03-7260500","In-store"
"Sebastian","https://www.sebastian.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-9513939","Online"
"SEBOCALM","https://www.sebocalm.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6911688","Online"
"SECOND","https://second.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5344610","Online"
"SELAS","https://selas.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9653565","In-store"
"SELFISH","http:// http://www.selfish.store/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral ","0584855452","Online"
"SEQUOIA","https://sequoialipo.com/he-il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","9483*","Online"
"Set Up","https://setupisrael.co.il/","054-4923537","In-store"
"SHAK IT","https://shak-it.co.il/?utm_source=&utm_medium=&utm_campaign=","0507774737","Online"
"Shaka","https://www.shakacocktail.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0534288357","Online"
"SHANI BAR","https://shanibar.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-6260343","Online"
"Shape Patissier- By Tamar Shilon","https://www.tamarshilon.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0524881818","Online"
"ShareSpa-  מלון Herods ת""א","https://sharespa.co.il/herodstlv/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7947940","Online"
"ShareSpa-  מלון NYX הרצליה","https://sharespa.co.il/nyxherzliya/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7947940","Online"
"ShareSpa- אתר אונליין","https://sharespa.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7947940","Online"
"ShareSpa- מלון Gordon Beach ת""א","https://sharespa.co.il/arttlv/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7947940","Online"
"ShareSpa- מלון Herods הרצליה","https://sharespa.co.il/herodsherzliya/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7947940","Online"
"ShareSpa- מלון U Coral Beach אילת","https://sharespa.co.il/ueilat/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7947940","Online"
"SHAZLONG BY UNICO","https://www.shazlong.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8232914","Online"
"She-Ra Jewelry","https://www.she-ra-jewelry.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-4557799","Online"
"SHEEPY","https://sheepyby.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-2668888","In-store"
"Shiree Odiz","https://www.shireeodiz.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0543972810","Online"
"SHLOMIT ZIV ALVAS","https://www.facebook.com/shlomit.alvas?mibextid=wwXIfr&rdid=mxkCKVYzD1eou6z7&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1Dhko979Qi%2F%3Fmibextid%3DwwXIfr#","054-7777910","In-store"
"Shoppu","https://shoppu.co.il/","03-5294814","In-store"
"SHOW OFF","https://www.facebook.com/showoffishoessrael/?locale=he_IL","1-700-70-78-79","In-store"
"SHUGIS","https://www.shugis.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-3064083","Online"
"Signet Collection","https://signetcollection.co.il/he?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-9185371","Online"
"Silver Bell","https://www.silverbellbox.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7545255","Online"
"Simbioze","https://simbiozeamazonica.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-2626293","Online"
"SIMMONS","https://simmons.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","046638930","In-store"
"SIMPLE AS THAT","https://www.simpleasthat.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0503580574","Online"
"Sinta Bar","https://www.sinta-bar.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","04-6661829","In-store"
"Slav&So | סריגה.יצירה.קהילה","https://www.slavandso.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-7277370","Online"
"SLEEZY PIZZA","https://www.facebook.com/Pizza25tlv/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-744-4022","Online"
"slowness - קיבוץ מורן","https://slow-ness.com/","04-8111030","In-store"
"SmartTour","https://smart-tour.co.il/","02-5618056","In-store"
"SMASH ROOM","https://smashroom.co.il/","055-3183214","In-store"
"SMEG","https://shop.smeg.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-2897195","Online"
"Smoovee","https://smoovee-ltd.com/he/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-7252943","Online"
"SOHO","https://www.sohocenter.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","-","Online"
"Solog","http://sologkids.co.il/","03-9501875","In-store"
"Somek Winery","https://www.somek-winery.co.il/","050-5346491","In-store"
"SORA SPA","https://soraspa.co.il/","⁦ 054-763-7601⁩","In-store"
"SPA AKOYA","https://www.facebook.com/spa.massage.akoya?rdid=2Lefjobb7bhdJiBi&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1DDKBd3PS8%2F#","050-670-5252","In-store"
"Spa My Touch","https://spamytouch.co.il/","0547876002","In-store"
"SPARADISE","https://sparadise.co.il/","074-7994444","In-store"
"Sparco","https://melamedmotorsport.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","058-477-7393","In-store"
"speedo","https://speedo.co.il/","0732505050","In-store"
"Spicehaus Cocktails","https://ontopo.com/he/il/page/88698605?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQPOTM2NjE5NzQzMzkyNDU5AAGnqltmD5XkhmJeebWdBPCLm0z_ZOc4v7hrvEaSGsJaB6Sork7w2xKPSXI-zpQ_aem_DKlytEy1ELsJEGDfa66f9Q&utm_id=97760_v0_s00_e0_tv3&utm_source=&utm_medium=&utm_campaign=","03-5185904","Online"
"Spices Online","https://www.spicesonline.co.il/","1-700-500-611","In-store"
"Spotlight Podcasts","https://www.spotlightpods.com/","0533719391","In-store"
"Start Home","https://start-home.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0545433581","Online"
"STEVE MADDEN","https://stevemadden.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-677799","Online"
"STORY","https://www.storyonline.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5330911","Online"
"Studio 51","https://www.studio51tlv.com/","050-792-9217","In-store"
"Studio Cheha","https://studiocheha.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-5596700","Online"
"Studio Cotta","","0504321017","In-store"
"Studio happy","","0522272270","In-store"
"Stylish","https://studiostylish.co.il/","073-7773331","In-store"
"Sunglass Hut","https://www.instagram.com/sunglasshut.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9051740","In-store"
"Super Friends-מותגי אופנה מובילים","https://www.stepin.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-700707879","In-store"
"SUPERDRY","https://chozen.co.il/brands/brand/superdry.html","073-2695650","In-store"
"Surf Club","https://www.surfclub.co.il/","04-8550183","In-store"
"Surf Club א.ד משוטים","http://www.mashotim.co.il/","077-5035024","In-store"
"SWAGG","https://swagg.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-8919198","Online"
"sweetgirlshop","https://www.sweetgirlshop.co.il/","03-6838936","In-store"
"sweetime","https://sweetime.shop/?srsltid=AfmBOorZw9z0jATAzAbFCQjxx-WWkfsiUYIk6RLozsUHJ-N69LrSDtoy","08637727","In-store"
"SWEETWEET","https://sweetweet.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","051-5005518","Online"
"SWING","https://www.swingfans.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","072-3308580","Online"
"TAIZU","https://www.taizu.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5225005","In-store"
